itrial,d,method,coverage,width
22,30,naive,0.64,2.1962107517992626
22,30,jackknife,0.85,3.2998869317428263
22,30,jackknife+,0.85,3.279742722476619
22,30,jackknife-mm,0.86,3.7779125983062785
22,30,CV+,0.84,3.4540470845417803
22,30,split,0.91,4.465045911430193
23,30,naive,0.73,2.6402677666282695
23,30,jackknife,0.85,3.6910582237197
23,30,jackknife+,0.85,3.657889607435465
23,30,jackknife-mm,0.9,4.219119914933847
23,30,CV+,0.85,3.6236752108637003
23,30,split,0.92,4.927283775333561
24,30,naive,0.7,2.4571645465685
24,30,jackknife,0.87,3.6161476755174387
24,30,jackknife+,0.89,3.759519614291152
24,30,jackknife-mm,0.92,4.213611308348437
24,30,CV+,0.92,4.128973933871929
24,30,split,0.93,7.444538885525832
25,30,naive,0.73,2.648221961829268
25,30,jackknife,0.9,4.026794597558755
25,30,jackknife+,0.9,3.907659625329326
25,30,jackknife-mm,0.92,4.568454981055162
25,30,CV+,0.89,3.992290936212707
25,30,split,0.83,3.919873364351963
26,30,naive,0.68,2.536241289840255
26,30,jackknife,0.9,3.7590168543497726
26,30,jackknife+,0.91,3.7091642661444517
26,30,jackknife-mm,0.92,4.256711126495119
26,30,CV+,0.89,3.8526140035680054
26,30,split,0.92,5.406696871613956
27,30,naive,0.71,2.6217360443441002
27,30,jackknife,0.9,3.629950004048325
27,30,jackknife+,0.91,3.6496566612806736
27,30,jackknife-mm,0.96,4.178452135009662
27,30,CV+,0.9,3.710753060969584
27,30,split,0.88,5.220892424887459
28,30,naive,0.78,3.2565811965965246
28,30,jackknife,0.93,4.665335125895341
28,30,jackknife+,0.91,4.605546803303262
28,30,jackknife-mm,0.94,5.276331841453549
28,30,CV+,0.98,5.308999557988972
28,30,split,0.94,6.642138422085569
29,30,naive,0.78,2.781202599685326
29,30,jackknife,0.93,4.096294902050773
29,30,jackknife+,0.93,4.016200043085455
29,30,jackknife-mm,0.95,4.6149577368430235
29,30,CV+,0.93,4.165114962365726
29,30,split,0.93,5.119439227120267
30,30,naive,0.67,2.7509447881994107
30,30,jackknife,0.82,4.031603543151436
30,30,jackknife+,0.82,4.052369278332635
30,30,jackknife-mm,0.88,4.679038200879088
30,30,CV+,0.82,4.087857670138457
30,30,split,0.89,7.0714781625782885
31,30,naive,0.69,2.6067574971038816
31,30,jackknife,0.89,3.9499897084408597
31,30,jackknife+,0.87,3.8418404970863436
31,30,jackknife-mm,0.94,4.456171023421631
31,30,CV+,0.86,3.7944248796534477
31,30,split,0.9,4.819555380545844
32,30,naive,0.77,2.861300832327188
32,30,jackknife,0.9,3.9749997751294397
32,30,jackknife+,0.91,3.9388099164306083
32,30,jackknife-mm,0.95,4.587203640879438
32,30,CV+,0.93,4.56642432199357
32,30,split,0.92,5.749966975517257
33,30,naive,0.82,2.982532922330265
33,30,jackknife,0.92,4.075712655934153
33,30,jackknife+,0.92,4.085461533825737
33,30,jackknife-mm,0.95,4.603667817258355
33,30,CV+,0.94,4.431983924701028
33,30,split,0.94,5.983112214501305
34,30,naive,0.72,2.9698085252071564
34,30,jackknife,0.84,4.171291831861554
34,30,jackknife+,0.84,4.208945919363659
34,30,jackknife-mm,0.92,4.780050949801065
34,30,CV+,0.93,4.646416014038184
34,30,split,0.98,6.887360099679911
35,30,naive,0.79,3.0391550669516105
35,30,jackknife,0.92,4.27668059159339
35,30,jackknife+,0.94,4.326071652705323
35,30,jackknife-mm,0.96,4.880160158279735
35,30,CV+,0.94,4.481954664880423
35,30,split,0.94,6.581113116189028
36,30,naive,0.73,2.5144118843738203
36,30,jackknife,0.89,3.7139245514798063
36,30,jackknife+,0.89,3.6438758774876567
36,30,jackknife-mm,0.94,4.211770539737861
36,30,CV+,0.91,3.976060329788049
36,30,split,0.84,5.664222303350178
37,30,naive,0.69,2.5966968316535355
37,30,jackknife,0.84,3.812715461777891
37,30,jackknife+,0.85,3.7570133732152042
37,30,jackknife-mm,0.91,4.309917184171734
37,30,CV+,0.86,3.8655427923377674
37,30,split,0.91,5.070640874030659
38,30,naive,0.77,2.7653145685209153
38,30,jackknife,0.88,3.8488909832866876
38,30,jackknife+,0.89,3.798624364161676
38,30,jackknife-mm,0.92,4.4360677808117375
38,30,CV+,0.88,3.779222220967254
38,30,split,0.88,4.252996794677856
39,30,naive,0.75,2.86551335793297
39,30,jackknife,0.93,4.267625429154136
39,30,jackknife+,0.93,4.293470732735396
39,30,jackknife-mm,0.98,4.943344062029023
39,30,CV+,0.95,4.5592108986775255
39,30,split,0.91,6.153041752547426
40,30,naive,0.78,3.100387340736163
40,30,jackknife,0.92,4.650909800571864
40,30,jackknife+,0.93,4.636978040498121
40,30,jackknife-mm,0.95,5.297750489780345
40,30,CV+,0.94,4.642316130841281
40,30,split,0.92,5.619933962653583
41,30,naive,0.63,2.7662748425248616
41,30,jackknife,0.9,4.192368541660649
41,30,jackknife+,0.91,4.187595345536848
41,30,jackknife-mm,0.95,4.825862151738746
41,30,CV+,0.9,4.252233120687345
41,30,split,0.86,4.532194017705197
42,30,naive,0.71,2.5978484610110684
42,30,jackknife,0.91,3.648241573455689
42,30,jackknife+,0.91,3.661456404916811
42,30,jackknife-mm,0.94,4.1460263642334505
42,30,CV+,0.93,3.9238129012784158
42,30,split,0.92,5.573260300234246
43,30,naive,0.75,2.5774708971734195
43,30,jackknife,0.86,3.551818868918246
43,30,jackknife+,0.87,3.588627114593618
43,30,jackknife-mm,0.91,4.068846277423744
43,30,CV+,0.92,4.099645358285507
43,30,split,0.84,4.52955881896695
44,30,naive,0.77,2.892239519269359
44,30,jackknife,0.94,4.221708399006061
44,30,jackknife+,0.93,4.084135654077529
44,30,jackknife-mm,0.97,4.779417883889227
44,30,CV+,0.94,4.235280754478914
44,30,split,0.92,5.17921937177293
45,30,naive,0.76,2.8764163049677767
45,30,jackknife,0.94,4.206170892753283
45,30,jackknife+,0.95,4.28191747886373
45,30,jackknife-mm,0.97,4.782104929588707
45,30,CV+,0.96,4.324872345575758
45,30,split,0.88,5.380786579178957
46,30,naive,0.71,2.7364012596107146
46,30,jackknife,0.93,3.91039387208103
46,30,jackknife+,0.93,3.9187794067650197
46,30,jackknife-mm,0.95,4.449749003508789
46,30,CV+,0.95,4.250737628327416
46,30,split,0.87,5.344811450210996
47,30,naive,0.76,2.9971432627312957
47,30,jackknife,0.91,4.135282256315731
47,30,jackknife+,0.9,4.09211675529068
47,30,jackknife-mm,0.95,4.688775006603
47,30,CV+,0.91,4.093315586399898
47,30,split,0.91,5.7460111604781545
48,30,naive,0.76,2.9213150461895543
48,30,jackknife,0.91,4.246212301910495
48,30,jackknife+,0.92,4.299334233480791
48,30,jackknife-mm,0.98,4.820607566061282
48,30,CV+,0.95,4.467900289942457
48,30,split,0.94,6.43823002518637
49,30,naive,0.89,3.1395347576923682
49,30,jackknife,0.94,4.602524660817969
49,30,jackknife+,0.94,4.549189140548809
49,30,jackknife-mm,0.99,5.28371329234547
49,30,CV+,0.94,4.531315449985249
49,30,split,0.89,5.326585609002036
0,35,naive,0.87,3.432570281548391
0,35,jackknife,1.0,5.002802382194688
0,35,jackknife+,0.98,4.757199615407727
0,35,jackknife-mm,1.0,5.7114908956295345
0,35,CV+,0.98,4.79119534445292
0,35,split,0.8,5.5155990296858395
1,35,naive,0.73,2.643481322103301
1,35,jackknife,0.89,3.8916267565854104
1,35,jackknife+,0.89,3.970802230104327
1,35,jackknife-mm,0.93,4.525264843950181
1,35,CV+,0.93,4.215205930475297
1,35,split,0.98,7.095734279270841
2,35,naive,0.72,2.54676223549411
2,35,jackknife,0.94,4.17204676741239
2,35,jackknife+,0.93,4.145702611627175
2,35,jackknife-mm,0.96,4.779683271524791
2,35,CV+,0.95,4.402137865004193
2,35,split,0.94,5.963889341887052
3,35,naive,0.77,2.7415352607750707
3,35,jackknife,0.94,4.757941082838492
3,35,jackknife+,0.94,4.6627447246414215
3,35,jackknife-mm,0.97,5.479946905393735
3,35,CV+,0.94,4.530308350936526
3,35,split,0.93,5.932394836613964
4,35,naive,0.79,2.7970403399564105
4,35,jackknife,0.92,4.253363981956461
4,35,jackknife+,0.92,4.350601094456216
4,35,jackknife-mm,0.97,4.918258039328505
4,35,CV+,0.95,4.512722474669079
4,35,split,0.96,7.134673139935004
5,35,naive,0.68,2.3991973628082515
5,35,jackknife,0.84,3.6588480276548268
5,35,jackknife+,0.81,3.678914771076575
5,35,jackknife-mm,0.9,4.194727911774721
5,35,CV+,0.89,4.008600668646153
5,35,split,0.84,3.9985941467983332
6,35,naive,0.73,2.4695912134436675
6,35,jackknife,0.91,3.762413391522114
6,35,jackknife+,0.92,3.763488883291755
6,35,jackknife-mm,0.95,4.3607226228581615
6,35,CV+,0.92,3.9799203473417237
6,35,split,0.95,8.010692459478351
7,35,naive,0.7,2.686671567930319
7,35,jackknife,0.89,3.9364730912941264
7,35,jackknife+,0.9,4.080630215665129
7,35,jackknife-mm,0.94,4.628312346024209
7,35,CV+,0.93,4.367491262369934
7,35,split,0.84,5.311723190103528
8,35,naive,0.83,2.727691328535166
8,35,jackknife,0.93,4.505090486913119
8,35,jackknife+,0.92,4.305546499643284
8,35,jackknife-mm,0.99,5.1491394867987434
8,35,CV+,0.97,4.809735669407629
8,35,split,0.91,5.203797773056039
9,35,naive,0.84,3.0866485908617234
9,35,jackknife,0.97,4.779473596542416
9,35,jackknife+,0.96,4.756293262496584
9,35,jackknife-mm,0.99,5.538181657986322
9,35,CV+,0.96,4.694223319224771
9,35,split,0.93,6.67088369924505
10,35,naive,0.65,2.5349661555569454
10,35,jackknife,0.85,3.721747921392973
10,35,jackknife+,0.85,3.7851158962765434
10,35,jackknife-mm,0.94,4.404293179383185
10,35,CV+,0.96,4.484853262437548
10,35,split,0.81,4.867267785626552
11,35,naive,0.69,3.006820551988477
11,35,jackknife,0.95,4.67165626478954
11,35,jackknife+,0.94,4.669412001401707
11,35,jackknife-mm,0.98,5.359104486960777
11,35,CV+,0.94,4.59629437401394
11,35,split,0.97,7.183415829537417
12,35,naive,0.82,2.6149944713427247
12,35,jackknife,0.92,4.010170276983595
12,35,jackknife+,0.92,3.864382370468085
12,35,jackknife-mm,0.97,4.619275607610482
12,35,CV+,0.91,3.6674660330088624
12,35,split,0.87,5.729429952227508
13,35,naive,0.67,2.5225614723630163
13,35,jackknife,0.88,3.8856075701134056
13,35,jackknife+,0.88,4.004891041407542
13,35,jackknife-mm,0.89,4.512701664310362
13,35,CV+,0.89,4.134562144571789
13,35,split,0.8,5.309868510560939
14,35,naive,0.77,2.8548912522350203
14,35,jackknife,0.94,4.343060951182619
14,35,jackknife+,0.92,4.309531795732392
14,35,jackknife-mm,0.96,4.989309315756364
14,35,CV+,0.94,4.640997536550116
14,35,split,0.94,6.228200894097233
15,35,naive,0.74,2.5460090064912593
15,35,jackknife,0.86,3.6587444606515014
15,35,jackknife+,0.87,3.7699938782418365
15,35,jackknife-mm,0.93,4.249372947777073
15,35,CV+,0.92,4.1330184750959855
15,35,split,0.83,4.815635995305454
16,35,naive,0.73,2.7156107803368714
16,35,jackknife,0.94,4.4914677207367095
16,35,jackknife+,0.94,4.417672761677434
16,35,jackknife-mm,0.97,5.170315560472934
16,35,CV+,0.94,4.57434575577155
16,35,split,0.86,5.1427865584444135
17,35,naive,0.78,3.3294944355769793
17,35,jackknife,0.92,4.88999381289291
17,35,jackknife+,0.92,4.95855126659846
17,35,jackknife-mm,0.96,5.608536806983194
17,35,CV+,0.92,5.167774214666451
17,35,split,0.92,6.027071816058871
18,35,naive,0.72,2.788063678502524
18,35,jackknife,0.95,4.162599421787447
18,35,jackknife+,0.94,4.140052915080186
18,35,jackknife-mm,1.0,4.826242935820469
18,35,CV+,0.94,4.19925343147909
18,35,split,0.95,5.648990684784837
19,35,naive,0.65,2.3392220406957693
19,35,jackknife,0.86,3.5666223145176974
19,35,jackknife+,0.87,3.610414754557727
19,35,jackknife-mm,0.91,4.147297210103601
19,35,CV+,0.87,3.6676854597085757
19,35,split,0.88,6.944663791815203
20,35,naive,0.53,2.1533066689891416
20,35,jackknife,0.81,3.2380571209984113
20,35,jackknife+,0.83,3.2981819204735827
20,35,jackknife-mm,0.88,3.7569744769733746
20,35,CV+,0.86,3.576151268821613
20,35,split,0.83,5.577139616964714
21,35,naive,0.73,2.3478365575868865
21,35,jackknife,0.91,3.577743132672526
21,35,jackknife+,0.91,3.661763019535405
21,35,jackknife-mm,0.96,4.162012967197356
21,35,CV+,0.91,3.6996168406264966
21,35,split,0.91,6.3135847896819755
22,35,naive,0.72,2.4542932854586725
22,35,jackknife,0.86,3.6664664556447972
22,35,jackknife+,0.87,3.749215516261909
22,35,jackknife-mm,0.93,4.253072677419768
22,35,CV+,0.93,4.241968664841823
22,35,split,0.87,5.087632904712746
23,35,naive,0.77,3.136396290575684
23,35,jackknife,0.91,4.813871006871463
23,35,jackknife+,0.91,4.848605923849794
23,35,jackknife-mm,0.93,5.567311320248625
23,35,CV+,0.91,4.82700517855176
23,35,split,0.94,8.086104507335678
24,35,naive,0.73,2.7038877207928236
24,35,jackknife,0.92,4.139805336082277
24,35,jackknife+,0.92,4.214630758979648
24,35,jackknife-mm,0.95,4.792751499661577
24,35,CV+,0.92,4.499196725622537
24,35,split,0.83,5.173486475693953
25,35,naive,0.72,2.7520472847403425
25,35,jackknife,0.88,4.101327933345452
25,35,jackknife+,0.89,4.128704077619756
25,35,jackknife-mm,0.97,4.829508354118677
25,35,CV+,0.95,4.656833255675946
25,35,split,0.95,7.581385641110034
26,35,naive,0.66,2.492662776593871
26,35,jackknife,0.87,3.864303022575059
26,35,jackknife+,0.84,3.800564342140533
26,35,jackknife-mm,0.92,4.497040585560978
26,35,CV+,0.88,3.9457190636080175
26,35,split,0.79,4.71838606901786
27,35,naive,0.64,2.4458914310096738
27,35,jackknife,0.86,3.9562806250700953
27,35,jackknife+,0.86,3.9520045882251655
27,35,jackknife-mm,0.9,4.653777552046846
27,35,CV+,0.88,4.287219787925536
27,35,split,0.88,5.263369927201764
28,35,naive,0.66,2.1137246403808687
28,35,jackknife,0.86,3.469240348934578
28,35,jackknife+,0.89,3.5035466810941376
28,35,jackknife-mm,0.93,4.026852093632271
28,35,CV+,0.87,3.338773469543931
28,35,split,0.95,5.140342478694692
29,35,naive,0.76,2.705759680979853
29,35,jackknife,0.92,4.131141642130247
29,35,jackknife+,0.92,4.1375747284516855
29,35,jackknife-mm,0.95,4.80104049865164
29,35,CV+,0.95,4.553610381923297
29,35,split,0.94,6.447206637374734
30,35,naive,0.79,2.9889695765744126
30,35,jackknife,0.96,4.729715924720451
30,35,jackknife+,0.94,4.599904638832579
30,35,jackknife-mm,0.97,5.429367622680036
30,35,CV+,0.95,4.6710919176906165
30,35,split,0.95,6.9753171656579696
31,35,naive,0.7,2.62020257664937
31,35,jackknife,0.89,4.373107914955961
31,35,jackknife+,0.89,4.239070565831801
31,35,jackknife-mm,0.92,5.046462174271507
31,35,CV+,0.89,4.3341171924915525
31,35,split,0.91,6.939686575285659
32,35,naive,0.64,2.5304890890664717
32,35,jackknife,0.78,3.649588618996439
32,35,jackknife+,0.8,3.8106338652889615
32,35,jackknife-mm,0.85,4.3101678970693404
32,35,CV+,0.83,4.139120593456056
32,35,split,0.73,3.5005175311406584
33,35,naive,0.75,2.8637893392681635
33,35,jackknife,0.9,4.372693667854355
33,35,jackknife+,0.9,4.327327538535772
33,35,jackknife-mm,0.95,5.060618480898426
33,35,CV+,0.92,4.745021277362221
33,35,split,0.89,6.368771621306109
34,35,naive,0.67,2.5081663793532885
34,35,jackknife,0.9,4.2735032862937405
34,35,jackknife+,0.91,4.233482087791354
34,35,jackknife-mm,0.93,4.928290850129783
34,35,CV+,0.91,4.458553994115021
34,35,split,0.91,7.812915281133684
35,35,naive,0.75,2.7802951120579666
35,35,jackknife,0.89,4.150690947551697
35,35,jackknife+,0.9,4.230332235442953
35,35,jackknife-mm,0.96,4.794000348715034
35,35,CV+,0.96,4.73680658031248
35,35,split,0.8,6.5006552850133605
36,35,naive,0.78,3.3809091552186405
36,35,jackknife,0.93,5.090196049696807
36,35,jackknife+,0.94,5.172623136391146
36,35,jackknife-mm,0.98,5.912758876263872
36,35,CV+,0.95,5.3243325970699225
36,35,split,0.83,7.568591571825441
37,35,naive,0.62,2.2836448818689883
37,35,jackknife,0.83,3.5521312560047624
37,35,jackknife+,0.83,3.5298924051635057
37,35,jackknife-mm,0.88,4.10891369293207
37,35,CV+,0.86,3.586483885833033
37,35,split,0.94,6.325698743934496
38,35,naive,0.76,2.944289087442262
38,35,jackknife,0.93,4.371275694951136
38,35,jackknife+,0.94,4.388293023481024
38,35,jackknife-mm,0.98,4.981008425749101
38,35,CV+,0.96,4.52212458995707
38,35,split,0.93,5.922833276472794
39,35,naive,0.68,2.545531718737585
39,35,jackknife,0.88,4.151071719372337
39,35,jackknife+,0.88,4.192213708120064
39,35,jackknife-mm,0.92,4.847544352151112
39,35,CV+,0.91,4.755790903608486
39,35,split,0.85,5.734309099199944
40,35,naive,0.79,3.0478925647928943
40,35,jackknife,0.97,5.165269304362822
40,35,jackknife+,0.95,4.955373094010904
40,35,jackknife-mm,0.97,5.855974854721253
40,35,CV+,0.96,5.020551800379092
40,35,split,0.94,7.678304261002611
41,35,naive,0.69,2.6233524066264677
41,35,jackknife,0.88,3.8348355488483685
41,35,jackknife+,0.9,3.9912953831735236
41,35,jackknife-mm,0.92,4.5630658982835755
41,35,CV+,0.94,4.827119985641548
41,35,split,0.87,5.583817683521476
42,35,naive,0.75,2.7513901655787545
42,35,jackknife,0.89,4.046502159294275
42,35,jackknife+,0.9,4.056636355836076
42,35,jackknife-mm,0.94,4.7109967883972645
42,35,CV+,0.9,4.258884019504325
42,35,split,0.89,6.062754140967769
43,35,naive,0.87,3.0986844810770755
43,35,jackknife,0.98,4.659570121663519
43,35,jackknife+,0.97,4.537400705333056
43,35,jackknife-mm,0.98,5.3087893129605535
43,35,CV+,0.94,4.442348916294503
43,35,split,0.94,6.63009343555099
44,35,naive,0.77,3.3282052932071906
44,35,jackknife,0.92,4.878531220963586
44,35,jackknife+,0.92,4.984139498941093
44,35,jackknife-mm,0.98,5.6487100534277594
44,35,CV+,0.95,5.526243721648812
44,35,split,0.91,7.7051032369458765
45,35,naive,0.81,2.934582678759865
45,35,jackknife,0.95,4.832600273107731
45,35,jackknife+,0.96,4.905740756731899
45,35,jackknife-mm,0.97,5.540335140625837
45,35,CV+,0.94,4.781794588003504
45,35,split,0.91,6.5576960960899
46,35,naive,0.55,2.3121059252727423
46,35,jackknife,0.9,3.585085365070528
46,35,jackknife+,0.91,3.5895201319826024
46,35,jackknife-mm,0.96,4.130326656954573
46,35,CV+,0.92,3.7523173957657963
46,35,split,0.85,4.65035855963918
47,35,naive,0.72,2.6836491277465417
47,35,jackknife,0.93,4.418572097088436
47,35,jackknife+,0.94,4.401891781032234
47,35,jackknife-mm,0.97,5.176620101107257
47,35,CV+,0.95,4.726015085491041
47,35,split,0.86,5.034906126903744
48,35,naive,0.69,2.857182685481305
48,35,jackknife,0.92,4.680847331740549
48,35,jackknife+,0.92,4.69687110804938
48,35,jackknife-mm,0.95,5.504026861249872
48,35,CV+,0.93,4.563032018480275
48,35,split,0.98,7.05504863836597
49,35,naive,0.76,2.5186169717166753
49,35,jackknife,0.91,3.807210165141177
49,35,jackknife+,0.92,3.807376395088092
49,35,jackknife-mm,0.94,4.422250672358385
49,35,CV+,0.9,4.0492268030281044
49,35,split,0.91,4.924905593457741
0,40,naive,0.59,2.5375177456331097
0,40,jackknife,0.82,4.121496091010374
0,40,jackknife+,0.83,4.124445097789661
0,40,jackknife-mm,0.89,4.835408471454178
0,40,CV+,0.83,4.302316067213172
0,40,split,0.93,8.67193263375185
1,40,naive,0.55,2.1487826655290916
1,40,jackknife,0.81,3.7975732885023943
1,40,jackknife+,0.78,3.76350573917894
1,40,jackknife-mm,0.87,4.421833694201919
1,40,CV+,0.82,3.887956044393407
1,40,split,0.83,6.6963171471850504
2,40,naive,0.75,2.762430043630444
2,40,jackknife,0.98,4.821481691673917
2,40,jackknife+,0.98,4.775007610863395
2,40,jackknife-mm,0.99,5.743575693842285
2,40,CV+,0.98,5.278654707594967
2,40,split,0.93,5.6192859103269965
3,40,naive,0.66,2.6799063086516197
3,40,jackknife,0.91,4.589665871135412
3,40,jackknife+,0.93,4.721242587410669
3,40,jackknife-mm,0.96,5.4614624717270885
3,40,CV+,0.92,4.97896383382371
3,40,split,0.92,6.913296366260349
4,40,naive,0.75,2.566462445787614
4,40,jackknife,0.93,4.396601742398627
4,40,jackknife+,0.92,4.382219762350487
4,40,jackknife-mm,0.96,5.189020037049484
4,40,CV+,0.94,4.827483589106118
4,40,split,0.89,11.739805201894738
5,40,naive,0.72,2.6071107184420237
5,40,jackknife,0.95,4.687113858903566
5,40,jackknife+,0.95,4.645689262386168
5,40,jackknife-mm,0.98,5.485106650640229
5,40,CV+,0.98,5.225596299201989
5,40,split,0.86,6.428087680586937
6,40,naive,0.77,2.5240016777577314
6,40,jackknife,0.97,4.511088418424542
6,40,jackknife+,0.95,4.484443186970043
6,40,jackknife-mm,0.99,5.2937780358405515
6,40,CV+,0.96,4.423304334710454
6,40,split,0.92,11.962092172317554
7,40,naive,0.51,2.41848612592636
7,40,jackknife,0.8,4.1936762428581185
7,40,jackknife+,0.8,4.225672237660064
7,40,jackknife-mm,0.87,4.926284372859246
7,40,CV+,0.83,4.591384512844192
7,40,split,0.89,5.877590662913806
8,40,naive,0.59,2.372217206147188
8,40,jackknife,0.85,3.8543947026404326
8,40,jackknife+,0.85,3.909408600318776
8,40,jackknife-mm,0.88,4.470326184053888
8,40,CV+,0.88,4.201054099173379
8,40,split,0.84,7.192817570615984
9,40,naive,0.56,2.126303129002092
9,40,jackknife,0.85,3.5243112780225636
9,40,jackknife+,0.86,3.6439741819951497
9,40,jackknife-mm,0.89,4.189439129814568
9,40,CV+,0.9,4.089237390258606
9,40,split,0.95,7.95682349469864
10,40,naive,0.63,2.5505170771338794
10,40,jackknife,0.91,4.342076967682949
10,40,jackknife+,0.91,4.321297279488677
10,40,jackknife-mm,0.95,5.137081790363908
10,40,CV+,0.92,4.519131584019139
10,40,split,0.79,5.26148955771799
11,40,naive,0.7,2.703713862223286
11,40,jackknife,0.89,4.458936629489963
11,40,jackknife+,0.89,4.429796498587374
11,40,jackknife-mm,0.92,5.190384269398632
11,40,CV+,0.89,4.671858053192427
11,40,split,0.83,6.947842523593199
12,40,naive,0.75,2.8077435733043323
12,40,jackknife,0.92,4.701873946682017
12,40,jackknife+,0.92,4.6034222687091635
12,40,jackknife-mm,0.93,5.4691628341968075
12,40,CV+,0.92,4.99261818873683
12,40,split,0.95,10.167172465779636
13,40,naive,0.65,2.236952125123531
13,40,jackknife,0.89,4.30377477788614
13,40,jackknife+,0.88,4.378421334681566
13,40,jackknife-mm,0.95,5.039136017166303
13,40,CV+,0.89,4.4527537640336154
13,40,split,0.94,7.484629175896813
14,40,naive,0.75,2.6176804545782635
14,40,jackknife,0.96,4.6019093321328794
14,40,jackknife+,0.96,4.440878734588051
14,40,jackknife-mm,0.97,5.348938843572056
14,40,CV+,0.96,4.6667998088291895
14,40,split,0.95,7.072154412752177
15,40,naive,0.6,2.563875526964531
15,40,jackknife,0.9,4.645833776318235
15,40,jackknife+,0.88,4.64835909254013
15,40,jackknife-mm,0.96,5.39707333304006
15,40,CV+,0.94,5.069458371715708
15,40,split,0.9,9.81979091707832
16,40,naive,0.78,2.733205023569232
16,40,jackknife,0.93,4.266672877365314
16,40,jackknife+,0.95,4.3693060560481065
16,40,jackknife-mm,0.98,5.059455565859274
16,40,CV+,0.97,4.439767228275714
16,40,split,0.99,12.429037509622098
17,40,naive,0.71,2.4982762059807304
17,40,jackknife,0.83,3.9806038692685077
17,40,jackknife+,0.84,4.029155808140131
17,40,jackknife-mm,0.92,4.792664209301447
17,40,CV+,0.87,4.382908685600022
17,40,split,0.96,6.892335835517213
18,40,naive,0.71,3.000502126173657
18,40,jackknife,0.91,4.92292758267338
18,40,jackknife+,0.89,4.803797701415888
18,40,jackknife-mm,0.98,5.762660403982838
18,40,CV+,0.9,4.7194131915345565
18,40,split,0.86,7.903675520124678
19,40,naive,0.66,2.3576629263537336
19,40,jackknife,0.89,4.079049049702842
19,40,jackknife+,0.89,4.15786993773581
19,40,jackknife-mm,0.94,4.825649242400773
19,40,CV+,0.93,4.714813880613474
19,40,split,0.91,6.793763263546046
20,40,naive,0.76,2.721033957691568
20,40,jackknife,0.93,4.649155137218586
20,40,jackknife+,0.94,4.61895011977657
20,40,jackknife-mm,0.97,5.433121519990823
20,40,CV+,0.93,4.745598461708508
20,40,split,0.98,10.866382101753688
21,40,naive,0.62,2.2877410140773304
21,40,jackknife,0.9,3.5379237531429544
21,40,jackknife+,0.92,3.7463303796113205
21,40,jackknife-mm,0.94,4.22332033812852
21,40,CV+,0.93,4.149642327855273
21,40,split,0.93,9.008706666479558
22,40,naive,0.62,2.287317935227818
22,40,jackknife,0.82,3.8493441556004266
22,40,jackknife+,0.83,3.9546266253189164
22,40,jackknife-mm,0.85,4.526788163052178
22,40,CV+,0.83,4.297825598063145
22,40,split,0.85,5.045120978494873
23,40,naive,0.65,2.487350568700843
23,40,jackknife,0.94,4.60612237982119
23,40,jackknife+,0.93,4.478802917905991
23,40,jackknife-mm,0.97,5.3722269932498
23,40,CV+,0.96,4.901961152757709
23,40,split,0.89,8.551909517855448
24,40,naive,0.69,2.648581046834638
24,40,jackknife,0.95,4.490856728853233
24,40,jackknife+,0.96,4.487382441501862
24,40,jackknife-mm,0.97,5.275774263192837
24,40,CV+,0.94,4.427973679578141
24,40,split,0.95,9.839637208760852
25,40,naive,0.83,2.7315194924441686
25,40,jackknife,0.98,4.702020445149493
25,40,jackknife+,0.97,4.646051527942845
25,40,jackknife-mm,1.0,5.578072567054886
25,40,CV+,0.98,5.0254452950485184
25,40,split,0.94,7.033669375176139
26,40,naive,0.6,2.4275778971526036
26,40,jackknife,0.85,4.157939326586216
26,40,jackknife+,0.85,4.199981664541499
26,40,jackknife-mm,0.92,4.885698308309412
26,40,CV+,0.86,4.365786517714142
26,40,split,0.95,8.461315892442881
27,40,naive,0.67,2.410644309796873
27,40,jackknife,0.9,4.046785773203979
27,40,jackknife+,0.92,4.159304137050336
27,40,jackknife-mm,0.96,4.780348797752292
27,40,CV+,0.96,4.683451150230548
27,40,split,0.9,7.232803687523394
28,40,naive,0.67,2.280763104380975
28,40,jackknife,0.9,3.8113250095671445
28,40,jackknife+,0.9,3.840750755624361
28,40,jackknife-mm,0.94,4.443485984129094
28,40,CV+,0.93,4.066507453656331
28,40,split,0.92,5.010645871705065
29,40,naive,0.8,3.2749206367699935
29,40,jackknife,0.98,5.6154906722035385
29,40,jackknife+,0.96,5.496326568860561
29,40,jackknife-mm,0.99,6.491042013358891
29,40,CV+,0.97,5.40772861074813
29,40,split,0.9,7.033771951689866
30,40,naive,0.56,2.226337035643496
30,40,jackknife,0.84,3.8634322826578718
30,40,jackknife+,0.83,3.8630460432168547
30,40,jackknife-mm,0.91,4.500191482742885
30,40,CV+,0.85,3.941605412439782
30,40,split,0.96,9.514987510055443
31,40,naive,0.69,2.605942257294142
31,40,jackknife,0.93,4.679889154329642
31,40,jackknife+,0.94,4.611302788303867
31,40,jackknife-mm,0.96,5.518975535297168
31,40,CV+,0.93,4.683779136448115
31,40,split,0.89,6.383805969543358
32,40,naive,0.62,2.815064542146812
32,40,jackknife,0.88,4.271108604292273
32,40,jackknife+,0.89,4.401966379286602
32,40,jackknife-mm,0.92,4.990635460474808
32,40,CV+,0.91,4.780099873866518
32,40,split,0.92,7.337248753948455
33,40,naive,0.9,3.1947711698133334
33,40,jackknife,0.99,5.248140250870936
